iter	MultiClass
165	0.05654594472
166	0.05648441107
167	0.05645992912
168	0.05639032309
169	0.05635928666
170	0.05633690024
171	0.05629215602
172	0.05626631941
173	0.05623717485
174	0.05621687185
175	0.05617395674
176	0.05614933776
177	0.05612017309
178	0.0560462756
179	0.05601292483
180	0.05599911975
181	0.05597163066
182	0.05595051785
183	0.05590203389
184	0.05586630543
185	0.05582050399
186	0.05579347196
187	0.05574499726
188	0.05571976947
189	0.05567625748
190	0.05565643969
191	0.05561745038
192	0.05557824088
193	0.05555496496
194	0.05553251851
195	0.05549622588
196	0.05545406613
197	0.05543246387
198	0.05540204179
199	0.05538088454
200	0.05533760346
201	0.05531219031
202	0.05529590738
203	0.05525692649
204	0.0552276967
205	0.05518945476
206	0.05515631894
207	0.055098643
208	0.0550684466
209	0.05504070098
210	0.05500614842
211	0.05498316398
212	0.05494396801
213	0.05490103845
214	0.05486016371
215	0.0548338869
216	0.05482350721
217	0.05480562354
218	0.05476786865
219	0.05474151761
220	0.05472603382
221	0.05470517859
222	0.05468835314
223	0.05463602504
224	0.05460888729
225	0.05457583345
226	0.05453993123
227	0.054496036
228	0.05447891649
229	0.05443014267
230	0.05438396749
231	0.05435250742
232	0.05430826128
233	0.05427909425
234	0.05425055546
235	0.05422801432
236	0.05420715192
237	0.05417651249
238	0.05416372402
239	0.05414052402
240	0.0540870838
241	0.05405224528
242	0.05403416633
243	0.05401126466
244	0.05398682062
245	0.05395023096
246	0.05391382701
247	0.05388606767
248	0.05386452387
249	0.05383365437
250	0.05379652816
251	0.05376566003
252	0.05374428155
253	0.0537163373
254	0.0536610341
255	0.0536423475
256	0.05361448876
257	0.05357659168
258	0.05353257222
259	0.05352388886
260	0.0534928732
261	0.05347111245
262	0.05344641231
263	0.05341100176
264	0.05338054184
265	0.05335658188
266	0.05334348618
267	0.05330822002
268	0.05328370034
269	0.05324821404
270	0.0532259772
271	0.05319524607
272	0.05317346288
273	0.05314774674
274	0.05312131281
275	0.0530952099
276	0.05305783374
277	0.05303893607
278	0.05303230207
279	0.05300301019
280	0.05298904774
281	0.05295523271
282	0.05293520423
283	0.05290745398
284	0.05289166273
285	0.05285128572
286	0.05282655162
287	0.0527881503
288	0.05275268003
289	0.05271415409
290	0.05267690994
291	0.05266295028
292	0.05265514881
293	0.05262024482
294	0.05258509634
295	0.05256398678
296	0.05254387996
297	0.05252521264
298	0.05251111008
299	0.05247243526
300	0.05244203081
301	0.05239811416
302	0.05237468405
303	0.05235515625
304	0.05233288363
305	0.05227463426
306	0.05225243699
307	0.05223183284
308	0.05219674135
309	0.05217370007
310	0.05215165196
311	0.05211757973
312	0.05209188835
313	0.05205871251
314	0.05203464664
315	0.0520081004
316	0.05199078719
317	0.05197900407
318	0.05195302998
319	0.05192774576
320	0.05191403443
321	0.05188371963
322	0.05185466578
323	0.05182168648
324	0.05179981039
325	0.05177902033
326	0.05176724852
327	0.05176029995
328	0.05171898482
329	0.0516881982
330	0.05167121282
331	0.05166431721
332	0.05162763211
333	0.05159920663
334	0.05157442419
335	0.05155112921
336	0.05153530169
337	0.05151416306
338	0.05149778533
339	0.05148723765
340	0.05145938564
341	0.05144778257
342	0.0514384581
343	0.051419855
344	0.05139744839
345	0.05138084764
346	0.05135850066
347	0.05134937841
348	0.05133098615
349	0.05130949942
350	0.05129447145
351	0.05128116171
352	0.05126131358
353	0.05123988216
354	0.05122657649
355	0.0512170785
356	0.05119081433
357	0.05115641185
358	0.05113587448
359	0.05111680154
360	0.05108729036
361	0.05106724374
362	0.05103843917
363	0.05100250349
364	0.0509804175
365	0.0509591741
366	0.05093687899
367	0.05091520069
368	0.0509081735
369	0.0508838684
370	0.05085384113
371	0.05083763355
372	0.05082033149
373	0.05079605768
374	0.05077022993
375	0.05073987335
376	0.05071185569
377	0.05069054972
378	0.05066242816
379	0.05064633232
380	0.05063540057
381	0.05060923754
382	0.05057680678
383	0.05054398888
384	0.05053036599
385	0.05051250837
386	0.05048725842
387	0.05044965629
388	0.0504269964
389	0.05040036938
390	0.050381907
391	0.05035948091
392	0.05033765167
393	0.05031499241
394	0.05029195685
395	0.05027270777
396	0.05025525267
397	0.05022655448
398	0.05020647059
399	0.05017767601
400	0.05015889626
401	0.05014192798
402	0.05011310382
403	0.05010017995
404	0.0500739528
405	0.05005660892
406	0.05002079838
407	0.0499852008
408	0.04996932178
409	0.04994919058
410	0.04993352781
411	0.04990356886
412	0.04986939799
413	0.04983731623
414	0.04981756915
415	0.04979849305
416	0.04978062975
417	0.04976488427
418	0.04972475408
419	0.04970423893
420	0.04969491406
421	0.04966718207
422	0.04964556073
423	0.04963929757
424	0.04961931878
425	0.04959196607
426	0.04956816647
427	0.0495574398
428	0.04954622267
429	0.04951556606
430	0.04950313858
431	0.04948589182
432	0.04945191577
433	0.0494353287
434	0.04941654643
435	0.0493858487
436	0.04936288933
437	0.04934268611
438	0.0493345493
439	0.04932077685
440	0.04930289892
441	0.04928551151
442	0.0492608352
443	0.04925312112
444	0.04923074841
445	0.04920880681
446	0.04918735986
447	0.0491718556
448	0.04915414688
449	0.04913854633
450	0.04913041449
451	0.04911798103
452	0.04909420379
453	0.04907858168
454	0.04905483643
455	0.04901484949
456	0.04899373084
457	0.04897606634
458	0.04896268477
459	0.04892875173
460	0.04890989249
461	0.04888316375
462	0.0488492637
463	0.04882530428
464	0.04879784404
465	0.04877340693
466	0.04875657467
467	0.04874865887
468	0.04873571789
469	0.04870442565
470	0.04868827928
471	0.04867238621
472	0.04865612668
473	0.04864822468
474	0.04863572531
475	0.04859650388
476	0.04857561848
477	0.04855444752
478	0.04853768579
479	0.04851758516
480	0.04847791786
481	0.04845759541
482	0.04844504909
483	0.04843587803
484	0.04842056554
485	0.04838828034
486	0.04837971699
487	0.04834415677
488	0.04833458625
489	0.04832199118
490	0.04828515857
491	0.04827179687
492	0.04826834295
493	0.04824388497
494	0.04823104222
495	0.04821433582
496	0.0481934538
497	0.04817123825
498	0.04812599757
499	0.04810433874
